UF;Cod;Date of  the decree;Starting date of the measure;End date of the measure;DOE;Decree;Description of the measure;Class;Value;Target;Link_DOE;Link_Summary_Decrees
MT;51;3/25/20;3/25/20;;3/26/20;425;blocking intercity public transport / restriction in municipal public transport;C2;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/16/20;3/16/20;3/20/20;3/16/20;407;restrictions on gatherings above 200 people;O1;3;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/20/20;3/20/20;4/22/20;3/20/20;419;total ban on crowded events or activities;O1;6;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/22/20;4/22/20;;4/22/20;462;total ban on crowded events or activities;O1;6;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/16/20;3/23/20;4/5/20;3/16/20;407;require closing;O2;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/31/20;3/31/20;4/30/20;3/31/20;432;require closing;O2;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/22/20;4/22/20;5/4/20;4/22/20;462;require closing;O2;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/30/20;4/30/20;;4/30/20;467;require closing;O2;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/16/20;3/16/20;3/20/20;3/16/20;407;home-office for those with symptoms or from some risk group;O3;1;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/20/20;3/20/20;;3/20/20;416;strategic scheduling work;O3;3;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/25/20;3/25/20;3/31/20;3/26/20;425;vertical isolation;O4;1;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/31/20;3/31/20;4/22/20;3/31/20;432;vertical isolation;O4;1;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/22/20;4/22/20;;4/22/20;462;no measures;O4;0;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;6/12/20;6/12/20;;6/12/20;522;horizontal isolation in some locations;O4;2;0;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/22/20;4/22/20;;;Lei 11.111 e Decreto 465;mandatory use of masks;C3;2;2;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
PA;15;3/16/20;3/16/20;3/19/20;3/16/20;609;suspension of religious activities, cultural places and activities in public spaces;C1;3;3;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;3/16/20;3/20/20;5/23/20;3/16/20;609;suspention of all topics, but non-essential trade is only restricted;C1;7;6;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/23/20;5/23/20;5/31/20;5/23/20;777;suspention of all topics, but only a restriction on non-essential trade, religious activities are free;C1;6;5;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/31/20;5/31/20;;6/18/20;800;suspention of all topics in some location;C1;7;0;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;3/16/20;3/16/20;3/30/20;3/16/20;609;blocking interstate public transport;C2;1;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;3/16/20;3/16/20;5/23/20;3/16/20;609;restrictions on gatherings above 10 people;O1;5;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/23/20;5/23/20;5/31/20;5/23/20;777;restrictions on gatherings above 10 people;O1;5;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/31/20;5/31/20;;6/18/20;800;total ban on crowded events or activities in some locations;O1;6;0;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;3/16/20;3/16/20;5/23/20;3/16/20;609;require closing;O2;2;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/23/20;5/23/20;;5/23/20;777;require closing;O2;2;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;3/16/20;3/16/20;5/23/20;3/16/20;609;home-office possibility;O3;2;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/23/20;5/23/20;;5/23/20;777;home-office possibility;O3;2;1;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PA;15;5/13/20;5/13/20;;5/14/20;9051;mandatory use of masks;C3;2;2;http://www.ioepa.com.br/portal/#3;http://www.pge.pa.gov.br/content/legislacoescovid19
PB;25;3/20/20;3/22/20;4/5/20;3/21/20;40135;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;4/3/20;4/4/20;4/19/20;4/4/20;40169;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;4/17/20;4/17/20;5/3/20;4/18/20;40188;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/2/20;5/2/20;5/18/20;5/2/20;40217;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/16/20;5/16/20;5/31/20;5/16/20;40242;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/30/20;5/30/20;6/14/20;5/30/20;40288;suspention of all topics in some location except activities in public spaces;C1;6;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;6/12/20;6/12/20;;6/13/20;40304;suspention of all topics in some location;C1;7;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;3/20/20;3/21/20;3/22/20;3/21/20;40135;blocking intercity public transport in some cities;C2;1;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/16/20;5/20/20;5/31/20;5/16/20;40242;blocking intercity public transport;C2;1;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/30/20;5/30/20;6/14/20;5/30/20;40288;blocking intercity public transport;C2;1;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;6/12/20;6/15/20;;6/13/20;40304;no measures;C2;0;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;3/17/20;3/17/20;6/17/20;3/19/20;40128;restrictions on very large gatherings;O1;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;3/17/20;3/19/20;4/18/20;3/19/20;40128;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;4/17/20;4/17/20;5/3/20;4/18/20;40188;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/2/20;5/2/20;5/18/20;5/2/20;40217;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/16/20;5/16/20;5/31/20;5/16/20;40242;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/30/20;5/30/20;6/14/20;5/30/20;40288;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;6/12/20;6/12/20;;6/13/20;40304;require closing;O2;2;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;3/17/20;3/17/20;3/17/20;3/19/20;40128;home-office for those with symptoms or from some risk group;O3;1;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;3/17/20;3/17/20;6/12/20;3/19/20;40128;strategic scheduling work;O3;3;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;6/12/20;6/12/20;;6/13/20;40304;mandatory home-office whenever possible;O3;4;1;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;4/20/20;4/20/20;;4/22/20;40193;mandatory use of masks for employees;C3;1;0;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PB;25;5/2/20;5/2/20;;5/2/20;40217;mandatory use of masks;C3;2;2;https://auniao.pb.gov.br/doe;https://paraiba.pb.gov.br/diretas/saude/coronavirus/legislacao-covid-19
PE;26;3/17/20;3/17/20;3/21/20;3/18/20;48822;closing of cultural places and gyms;C1;2;2;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/19/20;3/21/20;5/31/20;3/20/20;48832;suspention of all topics except religious activities;C1;6;6;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;5/31/20;6/1/20;6/15/20;5/31/20;49055;suspention of all topics except religious activities;C1;6;6;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;6/12/20;6/15/20;6/22/20;6/13/20;49093;suspention of all topics except religious activities and non-essential commerce in some places;C1;6;5;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;6/19/20;6/22/20;;6/20/20;49131;suspention of all topics except religious activities, non-essential commerce and activities in plubic location are suspended in some places;C1;6;4;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;4/2/20;4/5/20;5/16/20;4/3/20;48878;blocking collective and individual intercity transport in some locations;C2;2;0;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;5/11/20;5/16/20;5/31/20;5/12/20;49017;total blocking of transport in some cities;C2;6;0;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/14/20;3/14/20;3/17/20;3/15/20;48809;restrictions on very large gatherings;O1;2;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/17/20;3/17/20;3/23/20;3/18/20;48822;restrictions on gatherings above 50 people;O1;4;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/23/20;3/23/20;5/31/20;3/24/20;48837;total ban on crowded events or activities;O1;6;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;5/31/20;6/1/20;;5/31/20;49055;total ban on crowded events or activities;O1;6;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/16/20;3/18/20;5/31/20;3/17/20;48810;require closing;O2;2;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;5/31/20;6/1/20;;5/31/20;49055;require closing;O2;2;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;3/16/20;3/16/20;;3/17/20;48810;home-office for those with symptoms or from some risk group;O3;1;1;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;7/3/20;7/3/20;;;Lei nº 14.019/2020;mandatory use of masks;C3;2;2;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PE;26;4/23/20;7/27/20;;4/24/20;48969;mandatory use of masks for employees;C3;1;0;https://www.cepe.com.br/;https://legis.alepe.pe.gov.br/covid-19
PI;22;3/19/20;3/19/20;3/21/20;3/19/20;4301;closing shoppings, cultural places and gyms;C1;3;3;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/19/20;3/20/20;3/24/20;3/19/20;18901;closing shoppings, gyms, cultural places, bars and restaurants;C1;4;4;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/23/20;3/24/20;3/30/20;3/23/20;18902;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/30/20;3/30/20;5/14/20;3/30/20;18913;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;4/30/20;4/30/20;5/21/20;4/30/20;18966;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/14/20;5/15/20;5/16/20;5/14/20;18978;suspension of all topics;C1;7;7;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/30/20;5/17/20;4/30/20;3/30/20;18913;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/20/20;5/20/20;5/23/20;5/20/20;18984;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/20/20;5/23/20;5/23/20;5/20/20;18984;suspension of all topics;C1;7;7;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/20/20;5/24/20;6/7/20;5/20/20;18984;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/28/20;5/30/20;5/30/20;5/28/20;18991;suspension of all topics;C1;7;7;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/20/20;5/31/20;6/7/20;5/20/20;18984;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/7/20;6/7/20;6/22/20;6/7/20;19013;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/22/20;6/22/20;7/6/20;6/22/20;19044;suspention of all topics except activities in public spaces;C1;6;6;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;4/3/20;4/7/20;4/12/20;4/3/20;18924;blocking intercity public transport;C2;1;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/14/20;5/15/20;5/17/20;5/14/20;18978;blocking intercity public transport;C2;1;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/20/20;5/23/20;5/24/20;5/20/20;18984;blocking intercity public transport;C2;1;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/28/20;5/30/20;5/31/20;5/28/20;18991;blocking intercity public transport;C2;1;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/16/20;3/16/20;3/30/20;3/16/20;18884;conditional ban of public events;O1;1;0;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/28/20;5/30/20;5/31/20;5/28/20;18991;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/10/20;6/11/20;6/12/20;6/10/20;19024;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/11/20;6/13/20;6/14/20;;19027;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/19/20;6/20/20;6/21/20;;19039;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/25/20;6/26/20;6/28/20;;19051;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/25/20;7/2/20;7/3/20;;19054;total ban on crowded events or activities;O1;6;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/16/20;3/16/20;3/30/20;3/16/20;18884;require closing;O2;2;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;3/30/20;3/30/20;4/30/20;3/30/20;18913;require closing;O2;2;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;4/30/20;4/30/20;7/31/20;4/30/20;18966;require closing;O2;2;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;5/28/20;5/30/20;5/31/20;5/28/20;18991;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/10/20;6/11/20;6/12/20;6/10/20;19024;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/11/20;6/13/20;6/14/20;;19027;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/19/20;6/20/20;6/21/20;;19039;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/25/20;6/26/20;6/28/20;;19051;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;6/25/20;7/2/20;7/3/20;;19054;mandatory home-office whenever possible;O3;4;1;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PI;22;4/22/20;4/27/20;;4/22/20;18947;mandatory use of masks;C3;2;2;http://www.diariooficial.pi.gov.br/;https://www.pi.gov.br/decretos-estaduais-novo-coronavirus/
PR;41;3/21/20;3/21/20;6/19/20;3/21/20;4317;closing shoppings, gyms, cultural places, non-essential trade;C1;4;4;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;6/19/20;6/19/20;6/22/20;6/19/20;4885;closing gyms, shoppings, cultural places, restriction on non-essential trade;C1;4;3;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;6/19/20;6/22/20;6/30/20;6/19/20;4885;closing gyms, restriction on shoppings, cultural places, non-essential trade;C1;4;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;6/30/20;6/30/20;;6/30/20;4942;suspention of all topics except religious activities;C1;6;6;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;3/18/20;3/20/20;4/3/20;3/18/20;4263;blocking interstate public transport;C2;1;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;3/20/20;3/21/20;4/3/20;3/20/20;4310;blocking public and individual intercity transportation in some locations / blocking interstate public transportation;C2;3;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;4/3/20;4/3/20;6/30/20;4/3/20;4421;blocking interstate public transport;C2;1;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;6/30/20;6/30/20;;6/30/20;4942;blocking interstate public transport, restriction on municipal and intermunicipal public transport;C2;3;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;3/16/20;3/16/20;;2/22/29;4230;restrictions on gatherings above 50 people;O1;4;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;3/16/20;3/16/20;;2/22/29;4230;require closing;O2;2;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;3/16/20;3/16/20;;2/22/29;4230;home-office possibility;O3;2;1;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
PR;41;4/28/20;4/28/20;;;Lei 20189;mandatory use of masks;C3;2;2;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;http://www.coronavirus.pr.gov.br/Campanha/Pagina/TRANSPARENCIA-Enfrentamento-ao-Coronavirus-3
RJ;33;3/13/20;3/13/20;3/29/20;3/13/20;46970;closing of cultural places;C1;1;1;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/16/20;3/16/20;4/1/20;3/17/20;46973;suspention of all topics, but only a restriction on restaurants / religious activities are free;C1;6;5;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/19/20;3/21/20;4/6/20;3/19/20;46980;suspention of all topics, but only a restriction on restaurants / religious activities are free;C1;6;5;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/27/20;3/27/20;4/12/20;3/30/20;47006;suspention of all topics, but only a restriction on restaurants / religious activities are free;C1;6;5;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;4/7/20;4/7/20;4/12/20;4/8/20;47025;suspention of all topics in some location except religious activities / closing gyms and activities in public spaces to all state;C1;6;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;4/13/20;4/13/20;4/30/20;4/13/20;47027;suspention of all topics in some location except religious activities / closing gyms and activities in public spaces to all state;C1;6;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;4/29/20;4/29/20;5/11/20;4/30/20;47052;suspention of all topics in some location except religious activities / closing gyms and activities in public spaces to all state;C1;6;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;5/11/20;5/11/20;5/31/20;5/11/20;47068;suspention of all topics in some location except religious activities / closing gyms and activities in public spaces to all state;C1;6;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;6/1/20;6/1/20;6/5/20;6/2/20;47102;suspention of all topics in some location except religious activities / closing gyms and activities in public spaces to all state;C1;6;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;6/5/20;6/6/20;6/19/20;6/5/20;47112;restrictions on all topics, suspention of gyms and cultural places;C1;7;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;6/19/20;6/19/20;;6/19/20;47129;restrictions on all topics, suspention of gyms and cultural places;C1;7;2;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/16/20;3/16/20;4/1/20;3/17/20;46973;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/19/20;3/21/20;4/6/20;3/19/20;46980;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;3/27/20;3/27/20;4/12/20;3/30/20;47006;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;4/13/20;4/13/20;4/30/20;4/13/20;47027;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;4/29/20;4/29/20;5/11/20;4/30/20;47052;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;5/11/20;5/11/20;5/31/20;5/11/20;47068;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
RJ;33;6/1/20;6/1/20;6/5/20;6/2/20;47102;blocking interstate public transport from infected sites / restriction of municipal public transport;C2;2;0;http://www.ioerj.com.br/portal/modules/content/index.php?id=21;https://pge.rj.gov.br/covid19/estadual/decretos
